title,brand,model,transmission,fuel_type,price,year_of_manufacture,energy_capacity,kilometers_run,car_age,mileage_per_year,brand_frequency,model_frequency,price_band
Honda Grace Premium Package 2018,Honda,Grace,Automatic,"Hybrid, Octane",1850000,2018,1500.0,48000,8,6000.0,0.0424496644295302,0.0038590604026845637,Low
Nissan X-Trail Xtt Leather Push 2012,Nissan,X-Trail,Automatic,"Petrol, Octane",1750000,2012,2000.0,58000,14,4142.857142857143,0.02365771812080537,0.015436241610738255,Low
Toyota Fielder X G Edition 2012,Toyota,Fielder,Automatic,"Petrol, CNG, Octane",1630000,2012,1500.0,78000,14,5571.428571428572,0.8884228187919463,0.057885906040268456,Low
Toyota Allion G LIMITED WIN 2006,Toyota,Allion,Automatic,"Petrol, CNG, Octane",1580000,2006,1500.0,85000,20,4250.0,0.8884228187919463,0.03120805369127517,Low
Toyota Axio X SILVER 2006,Toyota,Axio,Automatic,"Petrol, CNG, Octane",1250000,2006,1500.0,72000,20,3600.0,0.8884228187919463,0.10939597315436242,Low
Nissan Patrol Y61 With Sunroof 2004,Nissan,Patrol,Automatic,"Petrol, Octane",3800000,2004,4800.0,42000,22,1909.090909090909,0.02365771812080537,0.0003355704697986577,High
Toyota Passo G OCTANE RUNS 2005,Toyota,Passo,Automatic,"Petrol, Octane",650000,2005,1000.0,62000,21,2952.3809523809523,0.8884228187919463,0.0038590604026845637,Low
Toyota Fielder Wxb Push Leather 2017,Toyota,Fielder,Automatic,"Petrol, Hybrid, Octane",1950000,2017,1500.0,67000,9,7444.444444444444,0.8884228187919463,0.057885906040268456,Low
Mitsubishi X-Pander Gls 7seat Japanese 2021,Mitsubishi,X-Pander,Automatic,"Petrol, Octane",2850000,2021,1500.0,21000,5,4200.0,0.012583892617449664,0.0015100671140939597,Medium
Toyota Fielder X 40Th Anniversary 2005,Toyota,Fielder,Automatic,"Petrol, Octane",1260000,2005,1500.0,72000,21,3428.5714285714284,0.8884228187919463,0.057885906040268456,Low
Toyota Premio FL LED PACKAGE 2018,Toyota,Premio,Automatic,"Petrol, Octane",3600000,2018,2700.0,33000,8,4125.0,0.8884228187919463,0.05285234899328859,High
Toyota Vitz X SMART EDITION 2010,Toyota,Vitz,Automatic,"Petrol, Octane",1000000,2010,1300.0,68000,16,4250.0,0.8884228187919463,0.0041946308724832215,Low
Toyota Prado TxL Mica Blue 2020,Toyota,Prado,Automatic,"Petrol, Octane",14500000,2020,2700.0,39000,6,6500.0,0.8884228187919463,0.013926174496644295,Luxury
Toyota RAV4 J PACKAGE 2003,Toyota,RAV4,Automatic,"Petrol, Octane",1150000,2003,1800.0,69200,23,3008.695652173913,0.8884228187919463,0.009731543624161074,Low
Toyota Axio X Extremely Fresh 2011,Toyota,Axio,Automatic,"Petrol, CNG, Octane",1520000,2011,1500.0,67000,15,4466.666666666667,0.8884228187919463,0.10939597315436242,Low
Toyota Premio F Green Selection 2006,Toyota,Premio,Automatic,"Petrol, CNG, Octane",1600000,2006,1500.0,88000,20,4400.0,0.8884228187919463,0.05285234899328859,Low
Toyota Wish 7Seat Sunroof S 2010,Toyota,Wish,Automatic,"Petrol, Octane",2400000,2010,1800.0,52000,16,3250.0,0.8884228187919463,0.00016778523489932885,Medium
Toyota Fielder X Extremely Fresh 2012,Toyota,Fielder,Automatic,"Petrol, CNG, Octane",1680000,2012,1500.0,68000,14,4857.142857142857,0.8884228187919463,0.057885906040268456,Low
Toyota Alphard Executive Lounge S 2022,Toyota,Alphard,Automatic,"Petrol, Hybrid, Octane",11500000,2022,2500.0,20000,4,5000.0,0.8884228187919463,0.0050335570469798654,Luxury
Toyota Premio EX PACKAGE 2015,Toyota,Premio,Automatic,Octane,2750000,2015,1500.0,53000,11,4818.181818181818,0.8884228187919463,0.05285234899328859,Medium
Toyota Corolla X Hid Selection 2005,Toyota,Corolla,Automatic,"Petrol, CNG, Octane",1250000,2005,1500.0,89000,21,4238.0952380952385,0.8884228187919463,0.04848993288590604,Low
Toyota Premio G PACKAGE 2012,Toyota,Premio,Automatic,"Petrol, Octane",2400000,2012,1500.0,62000,14,4428.571428571428,0.8884228187919463,0.05285234899328859,Medium
Toyota Corolla X OVER FRESH 2006,Toyota,Corolla,Automatic,"Petrol, CNG, Octane",1280000,2006,1500.0,86000,20,4300.0,0.8884228187919463,0.04848993288590604,Low
Toyota Kluger V PACKAGE 2.4L 2005,Toyota,Kluger,Automatic,"Petrol, CNG, Octane",1450000,2005,2362.0,68200,21,3247.6190476190477,0.8884228187919463,0.0008389261744966443,Low
Toyota Premio G Pkg Geen FL 2005,Toyota,Premio,Automatic,"Petrol, CNG, Octane",1590000,2005,1500.0,82000,21,3904.7619047619046,0.8884228187919463,0.05285234899328859,Low
Toyota Axio X Hid Cvt Gear 2008,Toyota,Axio,Automatic,"Petrol, CNG, Octane",1350000,2008,1500.0,73000,18,4055.5555555555557,0.8884228187919463,0.10939597315436242,Low
Toyota Land Cruiser Prado Tx-L Limited 2017,Toyota,Land Cruiser,Automatic,"Petrol, Octane",11000000,2017,2700.0,37000,9,4111.111111111111,0.8884228187919463,0.008557046979865772,Luxury
Toyota Fielder X OCTANE SILVER 2015,Toyota,Fielder,Automatic,"Petrol, Octane",1950000,2015,1500.0,51000,11,4636.363636363636,0.8884228187919463,0.057885906040268456,Low
Toyota Avanza S 7SEATER OCTANE 2010,Toyota,Avanza,Automatic,"Petrol, Octane",1300000,2010,1500.0,63000,16,3937.5,0.8884228187919463,0.0015100671140939597,Low
Toyota Premio G SUPERIOR BLACK 2011,Toyota,Premio,Automatic,"Petrol, Octane",2250000,2011,1500.0,66000,15,4400.0,0.8884228187919463,0.05285234899328859,Low
Toyota Prado Tx-L Bronze Ltd 2016,Toyota,Prado,Automatic,"Petrol, Octane",9450000,2016,2700.0,39800,10,3980.0,0.8884228187919463,0.013926174496644295,Luxury
Toyota Prado Tx-L Facelifted 2014,Toyota,Prado,Automatic,"Petrol, Octane",7800000,2014,2700.0,53611,12,4467.583333333333,0.8884228187919463,0.013926174496644295,Luxury
Toyota Premio G SUPERIOR BLACK 2012,Toyota,Premio,Automatic,"Petrol, Octane",2400000,2012,1500.0,56000,14,4000.0,0.8884228187919463,0.05285234899328859,Medium
Honda CR-V PANAROMIC SUNROOF 2019,Honda,CR-V,Automatic,"Petrol, Octane",4900000,2019,1500.0,32000,7,4571.428571428572,0.0424496644295302,0.011241610738255034,Luxury
Mitsubishi Outlander 7Seats Rockford 2013,Mitsubishi,Outlander,Automatic,"Petrol, Octane",2650000,2013,2000.0,48000,13,3692.3076923076924,0.012583892617449664,0.0008389261744966443,Medium
Toyota Hiace SUPER GL LWB 2006,Toyota,Hiace,Automatic,"CNG, Octane",1500000,2006,2000.0,73000,20,3650.0,0.8884228187919463,0.09429530201342282,Low
Toyota Premio F type Selection 2005,Toyota,Premio,Automatic,"Petrol, CNG, Octane",1530000,2005,1500.0,82000,21,3904.7619047619046,0.8884228187919463,0.05285234899328859,Low
Toyota Vitz G PUSH OCTANE 2010,Toyota,Vitz,Automatic,"Petrol, Octane",1070000,2010,1331.0,53000,16,3312.5,0.8884228187919463,0.0041946308724832215,Low
Mitsubishi Outlandar Sunroof 7seater 2022,Mitsubishi,Outlandar,Automatic,"Petrol, Octane",4300000,2022,2000.0,31000,4,7750.0,0.012583892617449664,0.0016778523489932886,High
Toyota Allion G 60Th Anniversary 2003,Toyota,Allion,Automatic,"Petrol, CNG, Octane",1380000,2003,1500.0,78000,23,3391.304347826087,0.8884228187919463,0.03120805369127517,Low
Toyota Axio . 2012,Toyota,Axio,Automatic,"Petrol, CNG",1510000,2012,1500.0,91000,14,6500.0,0.8884228187919463,0.10939597315436242,Low
Toyota Premio G SUPERIOR 2012,Toyota,Premio,Automatic,"Petrol, CNG, Octane",2300000,2012,1500.0,63000,14,4500.0,0.8884228187919463,0.05285234899328859,Low
Toyota Noah Esquire Gi Octane 2019,Toyota,Noah,Automatic,"Petrol, Octane",3750000,2019,2000.0,63000,7,9000.0,0.8884228187919463,0.10671140939597315,High
Toyota Allion G SPECIAL EDITION 2005,Toyota,Allion,Automatic,"Petrol, Octane",1520000,2005,1500.0,78000,21,3714.285714285714,0.8884228187919463,0.03120805369127517,Low
Toyota Noah Si Grade Push 2013,Toyota,Noah,Automatic,"Petrol, Octane",2250000,2013,2000.0,63000,13,4846.153846153846,0.8884228187919463,0.10671140939597315,Low
Toyota Allion G PACKAGE PUSH 2008,Toyota,Allion,Automatic,"Petrol, Octane",1780000,2008,1500.0,63208,18,3511.5555555555557,0.8884228187919463,0.03120805369127517,Low
BMW 7 Series 740Le LWB Luxury 2018,BMW,7 Series,Automatic,Petrol,16800000,2018,2000.0,15000,8,1875.0,0.0038590604026845637,0.0003355704697986577,Luxury
Audi Q7 7Seats PANAROMIC 2008,Audi,Q7,Automatic,Diesel,3500000,2008,3000.0,67000,18,3722.222222222222,0.0010067114093959733,0.0006711409395973154,High
BMW Z4 Convertible HradRoof 2010,BMW,Z4,Automatic,Petrol,6200000,2010,3000.0,26500,16,1656.25,0.0038590604026845637,0.00016778523489932885,Luxury
Suzuki Vitara Grand Hrad Jeep 2011,Suzuki,Vitara,Automatic,"Petrol, Octane, LPG",1100000,2011,2000.0,64000,15,4266.666666666667,0.002348993288590604,0.0003355704697986577,Low
Toyota Rush G PUSH OCTANE 2011,Toyota,Rush,Automatic,Petrol,1750000,2011,1500.0,68000,15,4533.333333333333,0.8884228187919463,0.0025167785234899327,Low
Mazda Axela Sky Active Lounge 2011,Mazda,Axela,Automatic,"Petrol, Octane",1300000,2011,1500.0,58200,15,3880.0,0.0025167785234899327,0.001174496644295302,Low
Toyota Harrier PROGRESS METAL ADV 2017,Toyota,Harrier,Automatic,Octane,5850000,2017,2000.0,48000,9,5333.333333333333,0.8884228187919463,0.03976510067114094,Luxury
Toyota Corolla G NZE121 SILVER 2003,Toyota,Corolla,Automatic,"Petrol, CNG, Octane",1050000,2003,1500.0,82000,23,3565.217391304348,0.8884228187919463,0.04848993288590604,Low
Range Rover Vogue Autobiography Turbo 2017,Range Rover,Vogue,Automatic,Diesel,17000000,2017,3000.0,18185,9,2020.5555555555557,0.002181208053691275,0.0015100671140939597,Luxury
Lexus ES 300H MOONBEAM L 2020,Lexus,ES,Automatic,"Petrol, Hybrid, Octane",9400000,2020,2500.0,33200,6,5533.333333333333,0.0068791946308724835,0.0015100671140939597,Luxury
Toyota Harrier Z Leather Pkg 2021,Toyota,Harrier,Automatic,Petrol,8250000,2021,2000.0,34000,5,6800.0,0.8884228187919463,0.03976510067114094,Luxury
Mercedes-Benz E-Class E300E PANAROMIC 2019,Mercedes-Benz,E-Class,Automatic,"Petrol, Hybrid, Octane",10100000,2019,2000.0,8000,7,1142.857142857143,0.0026845637583892616,0.0008389261744966443,Luxury
Toyota Prado Tx-L 7Seat Sunroof 2014,Toyota,Prado,Automatic,"Petrol, Octane",7800000,2014,2700.0,53000,12,4416.666666666667,0.8884228187919463,0.013926174496644295,Luxury
Toyota Fielder WXB PUSH LEATHER 2017,Toyota,Fielder,Automatic,"Petrol, Hybrid, Octane",1950000,2017,1331.0,51200,9,5688.888888888889,0.8884228187919463,0.057885906040268456,Low
BMW X6 Xdrive40i M Sport 2023,BMW,X6,Automatic,Petrol,26500000,2023,3000.0,2500,3,833.3333333333334,0.0038590604026845637,0.00016778523489932885,Luxury
Toyota Premio FEX PACKAGE WIN 2019,Toyota,Premio,Automatic,"Petrol, Octane",3900000,2019,1500.0,28112,7,4016.0,0.8884228187919463,0.05285234899328859,High
Nissan X-Trail 2.0Xi Over Fresh 2011,Nissan,X-Trail,Automatic,"Petrol, Octane",1700000,2011,2000.0,54200,15,3613.3333333333335,0.02365771812080537,0.015436241610738255,Low
Toyota Allion G PACKAGE LTD 2012,Toyota,Allion,Automatic,"CNG, Octane",2250000,2012,1500.0,56200,14,4014.285714285714,0.8884228187919463,0.03120805369127517,Low
Toyota Land Cruiser V8 ZX PATROL 2017,Toyota,Land Cruiser,Automatic,Octane,24500000,2017,4600.0,33000,9,3666.6666666666665,0.8884228187919463,0.008557046979865772,Luxury
Toyota Passo Sette 7Seat Octane 2009,Toyota,Passo,Automatic,"Petrol, Octane",1250000,2009,1500.0,67000,17,3941.176470588235,0.8884228187919463,0.0038590604026845637,Low
Toyota Premio FEX PKG FACELIFT 2016,Toyota,Premio,Automatic,"Petrol, Octane",2750000,2016,1500.0,53000,10,5300.0,0.8884228187919463,0.05285234899328859,Medium
Toyota Harrier PROGRESS METAL ADV 2019,Toyota,Harrier,Automatic,Petrol,6500000,2019,2000.0,32000,7,4571.428571428572,0.8884228187919463,0.03976510067114094,Luxury
Toyota Prado BLACK EDITION TX-L 2021,Toyota,Prado,Automatic,"Petrol, Octane",14800000,2021,2700.0,13000,5,2600.0,0.8884228187919463,0.013926174496644295,Luxury
Toyota Prado TX-L LIMITED 2.7L 2015,Toyota,Prado,Automatic,"Petrol, Octane",9200000,2015,2700.0,57421,11,5220.090909090909,0.8884228187919463,0.013926174496644295,Luxury
Proton X70 TGDI SUNROOF 2021,Proton,Other Model,Automatic,"Petrol, Octane",2650000,2021,1500.0,21200,5,4240.0,0.0016778523489932886,0.005369127516778523,Medium
BMW X1 M Sport PANAROMIC 2022,BMW,X1,Automatic,Octane,9200000,2022,1500.0,5000,4,1250.0,0.0038590604026845637,0.00016778523489932885,Luxury
Toyota Alphard Executive Lounge 2019,Toyota,Alphard,Automatic,"Petrol, Hybrid, Octane",9600000,2019,2500.0,37200,7,5314.285714285715,0.8884228187919463,0.0050335570469798654,Luxury
Toyota Crown ROYAL SALOON SUNROOF 2016,Toyota,Crown,Automatic,"Petrol, Hybrid, Octane",4750000,2016,2500.0,58000,10,5800.0,0.8884228187919463,0.00587248322147651,Luxury
Nissan Teana 2.0XL Ultra LUXURY 2014,Nissan,Teana,Automatic,"Petrol, Octane",1950000,2014,2000.0,77000,12,6416.666666666667,0.02365771812080537,0.0003355704697986577,Low
Toyota Land Cruiser V8 ZX PATROL 2020,Toyota,Land Cruiser,Automatic,"Petrol, Octane",29000000,2020,4600.0,34000,6,5666.666666666667,0.8884228187919463,0.008557046979865772,Luxury
Toyota Land Cruiser V8 VXR LIMITED 2020,Toyota,Land Cruiser,Automatic,Diesel,26000000,2020,4500.0,38000,6,6333.333333333333,0.8884228187919463,0.008557046979865772,Luxury
Range Rover Vogue Autobiography LWB 2021,Range Rover,Vogue,Automatic,"Petrol, Octane",26500000,2021,2000.0,9000,5,1800.0,0.002181208053691275,0.0015100671140939597,Luxury
Mercedes-Benz S-Class S350d LWB AMG LINE 2015,Mercedes-Benz,S-Class,Automatic,Diesel,15500000,2015,3000.0,9000,11,818.1818181818181,0.0026845637583892616,0.0005033557046979866,Luxury
Mercedes-Benz S-Class S500 TURBO LWB 2021,Mercedes-Benz,S-Class,Automatic,"Petrol, Octane",33000000,2021,3000.0,6000,5,1200.0,0.0026845637583892616,0.0005033557046979866,Luxury
Toyota Land Cruiser Prado Tx-L limited 2015,Toyota,Land Cruiser,Automatic,"Petrol, Octane",9100000,2015,2700.0,46000,11,4181.818181818182,0.8884228187919463,0.008557046979865772,Luxury
Toyota Land Cruiser LC300 Zx 3.5L Octane 2022,Toyota,Land Cruiser,Automatic,"Petrol, Octane",45000000,2022,3500.0,16000,4,4000.0,0.8884228187919463,0.008557046979865772,Luxury
Mercedes-Benz GLE-Class GLE53 AMG 3.0L.TURBO 2021,Mercedes-Benz,GLE-Class,Automatic,Octane,18500000,2021,3000.0,12000,5,2400.0,0.0026845637583892616,0.00016778523489932885,Luxury
Toyota Land Cruiser V8 VX MINT CONDITION 2013,Toyota,Land Cruiser,Automatic,Diesel,14500000,2013,4500.0,42000,13,3230.769230769231,0.8884228187919463,0.008557046979865772,Luxury
Toyota Land Cruiser V8 ZX PATROL 4.6L 2020,Toyota,Land Cruiser,Automatic,"Petrol, Octane",33500000,2020,4600.0,16500,6,2750.0,0.8884228187919463,0.008557046979865772,Luxury
BMW 5 Series 520i M Aerodynamic 2017,BMW,5 Series,Automatic,"Petrol, Octane",8000000,2017,2000.0,15000,9,1666.6666666666667,0.0038590604026845637,0.0008389261744966443,Luxury
Audi Q7 QUATTRO 45 TFSI 2018,Audi,Q7,Automatic,"Petrol, Octane",12000000,2018,2000.0,16600,8,2075.0,0.0010067114093959733,0.0006711409395973154,Luxury
Audi A8 L 55.TFSI 3.0L LWB 2021,Audi,A8,Automatic,"Petrol, Octane",22500000,2021,3000.0,8500,5,1700.0,0.0010067114093959733,0.00016778523489932885,Luxury
BMW 5 Series 520D BRONZE 2011,BMW,5 Series,Automatic,Diesel,4400000,2011,2000.0,63000,15,4200.0,0.0038590604026845637,0.0008389261744966443,High
Nissan Patrol Y61 EXTREMELY FRESH 2004,Nissan,Patrol,Automatic,"Petrol, Octane",4000000,2004,4800.0,75000,22,3409.090909090909,0.02365771812080537,0.0003355704697986577,High
Toyota Land Cruiser V8 ZX PATROL 4.2L 2015,Toyota,Land Cruiser,Automatic,"Petrol, Octane",14500000,2015,4200.0,42598,11,3872.5454545454545,0.8884228187919463,0.008557046979865772,Luxury
Honda CR-V A PERFECT SUV 2012,Honda,CR-V,Automatic,"Petrol, Octane",2650000,2012,2000.0,61000,14,4357.142857142857,0.0424496644295302,0.011241610738255034,Medium
Nissan Juke PUSH RED INTERIOR 2011,Nissan,Juke,Automatic,"Petrol, Octane",1220000,2011,1500.0,56000,15,3733.3333333333335,0.02365771812080537,0.0008389261744966443,Low
Mitsubishi X-Pander 7Seater Dual AC 2022,Mitsubishi,X-Pander,Automatic,"Petrol, Octane",2950000,2022,1500.0,18155,4,4538.75,0.012583892617449664,0.0015100671140939597,Medium
Lexus NX 300H L PACKAGE 2016,Lexus,NX,Automatic,"Petrol, Hybrid, Octane",5500000,2016,2500.0,28400,10,2840.0,0.0068791946308724835,0.0010067114093959733,Luxury
Haval H6 A PROPER SUV 1.5XTT 2022,Haval,H6,Automatic,"Petrol, Octane",4200000,2022,1500.0,5000,4,1250.0,0.001174496644295302,0.0003355704697986577,High
Honda CR-V G LEATHER SUNROOF 2018,Honda,CR-V,Automatic,"Petrol, Octane",4250000,2018,1500.0,39256,8,4907.0,0.0424496644295302,0.011241610738255034,High
Honda CR-V EX MASTER TURBO 2022,Honda,CR-V,Automatic,"Petrol, Octane",5700000,2022,1500.0,26000,4,6500.0,0.0424496644295302,0.011241610738255034,Luxury
Toyota Noah KR42 GL STANDARD 2007,Toyota,Noah,Automatic,"Petrol, Octane",1350000,2007,1800.0,87000,19,4578.9473684210525,0.8884228187919463,0.10671140939597315,Low
Mercedes-Benz CLA-Class CLA35 AMG TURBO 2023,Mercedes-Benz,CLA-Class,Automatic,"Petrol, Octane",21500000,2023,2000.0,1100,3,366.6666666666667,0.0026845637583892616,0.00016778523489932885,Luxury
Proton X70 PREMIUM TGDI 2021,Proton,Other Model,Automatic,"Petrol, Octane",2750000,2021,1500.0,16200,5,3240.0,0.0016778523489932886,0.005369127516778523,Medium
Toyota Noah ESQUIRE GI PREMIUM 2018,Toyota,Noah,Automatic,"Petrol, Octane, LPG",3580000,2018,2000.0,32000,8,4000.0,0.8884228187919463,0.10671140939597315,High
Toyota Alphard EXECUTIVE LOUNGE SV 2021,Toyota,Alphard,Automatic,"Petrol, Hybrid, Octane",10500000,2021,2500.0,22000,5,4400.0,0.8884228187919463,0.0050335570469798654,Luxury
Lexus RX 300 Wald Kit Petrol 2021,Lexus,RX,Automatic,Petrol,12600000,2021,2000.0,41000,5,8200.0,0.0068791946308724835,0.0028523489932885905,Luxury
Honda Insight Ex Leather Package 2020,Honda,Insight,Automatic,"Petrol, Hybrid, Octane",4050000,2020,1500.0,28222,6,4703.666666666667,0.0424496644295302,0.015100671140939598,High
Toyota Premio F 2004,Toyota,Premio,Automatic,"Octane, LPG",1450000,2004,1500.0,116000,22,5272.727272727273,0.8884228187919463,0.05285234899328859,Low
Toyota Land Cruiser V8 EXTREMELY FRESH 2016,Toyota,Land Cruiser,Automatic,Diesel,21500000,2016,4500.0,44000,10,4400.0,0.8884228187919463,0.008557046979865772,Luxury
Mitsubishi Pajero V73 2.0L SUNROOF 2005,Mitsubishi,Pajero,Automatic,"Petrol, Octane",2150000,2005,2000.0,68000,21,3238.095238095238,0.012583892617449664,0.0041946308724832215,Low
Range Rover Vogue P400E Autobiography 2019,Range Rover,Vogue,Automatic,"Petrol, Octane",24500000,2019,2000.0,13000,7,1857.142857142857,0.002181208053691275,0.0015100671140939597,Luxury
Toyota Land Cruiser V8 VXR DIESEL 2011,Toyota,Land Cruiser,Automatic,Diesel,13200000,2011,5700.0,47430,15,3162.0,0.8884228187919463,0.008557046979865772,Luxury
Toyota Alphard EXECUTIVE LOUNGE L 2021,Toyota,Alphard,Automatic,"Petrol, Hybrid, Octane",9850000,2021,2500.0,66000,5,13200.0,0.8884228187919463,0.0050335570469798654,Luxury
Toyota Prado Land.Cruiser.Tx-L 2018,Toyota,Prado,Automatic,"Petrol, Octane",11800000,2018,1500.0,36200,8,4525.0,0.8884228187919463,0.013926174496644295,Luxury
Nissan X-Trail Mode Premier Sunroof 2018,Nissan,X-Trail,Automatic,"Petrol, Hybrid, Octane",3250000,2018,2000.0,67000,8,8375.0,0.02365771812080537,0.015436241610738255,Medium
Mitsubishi Pajero V73 WITH SUNROOF 2002,Mitsubishi,Pajero,Automatic,"Petrol, CNG, Octane",1800000,2002,3000.0,74000,24,3083.3333333333335,0.012583892617449664,0.0041946308724832215,Low
Toyota Land Cruiser V8.VX.LIMITED 2014,Toyota,Land Cruiser,Automatic,Diesel,16200000,2014,4500.0,33000,12,2750.0,0.8884228187919463,0.008557046979865772,Luxury
Toyota Prado Tx-L.Auto.Wing.Ltd 2020,Toyota,Prado,Automatic,"Petrol, Octane",13800000,2020,2700.0,19000,6,3166.6666666666665,0.8884228187919463,0.013926174496644295,Luxury
Toyota Land Cruiser V8 70TH ANNIVERSARY 2018,Toyota,Land Cruiser,Automatic,Diesel,24400000,2018,4500.0,26000,8,3250.0,0.8884228187919463,0.008557046979865772,Luxury
Toyota Allion G PACKAGE PUSH 2008,Toyota,Allion,Automatic,Octane,1930000,2008,1498.0,72000,18,4000.0,0.8884228187919463,0.03120805369127517,Low
BMW 7 Series 740Le M Package 2017,BMW,7 Series,Automatic,Octane,12000000,2017,2000.0,18000,9,2000.0,0.0038590604026845637,0.0003355704697986577,Luxury
Toyota Land Cruiser V8 VXR ORIGIN 4.5L 2014,Toyota,Land Cruiser,Automatic,Diesel,14500000,2014,4500.0,32000,12,2666.6666666666665,0.8884228187919463,0.008557046979865772,Luxury
Toyota Premio G LIMITED PACKAGE 2006,Toyota,Premio,Automatic,"Petrol, CNG, Octane",1600000,2006,1500.0,85200,20,4260.0,0.8884228187919463,0.05285234899328859,Low
Audi Q7 7Seat Sunroof TDi 2008,Audi,Q7,Automatic,Diesel,3300000,2008,3000.0,62000,18,3444.4444444444443,0.0010067114093959733,0.0006711409395973154,Medium
Mercedes-Benz G-Class G63.FRESH.IMPORT 2023,Mercedes-Benz,G-Class,Automatic,"Petrol, Octane",85000000,2023,4000.0,2000,3,666.6666666666666,0.0026845637583892616,0.0003355704697986577,Luxury
Range Rover Vogue Autobiography 3.0L 2021,Range Rover,Vogue,Automatic,"Petrol, Octane",45000000,2021,3000.0,7000,5,1400.0,0.002181208053691275,0.0015100671140939597,Luxury
Toyota Alphard G.Executive.Lounge 2019,Toyota,Alphard,Automatic,"Hybrid, Octane",9400000,2019,2500.0,32000,7,4571.428571428572,0.8884228187919463,0.0050335570469798654,Luxury
Toyota Land Cruiser V8.VX.SAHARA 2018,Toyota,Land Cruiser,Automatic,Diesel,24500000,2018,4500.0,6000,8,750.0,0.8884228187919463,0.008557046979865772,Luxury
Toyota Land Cruiser V8.VX.SAHARA 2016,Toyota,Land Cruiser,Automatic,Diesel,22000000,2016,4500.0,25000,10,2500.0,0.8884228187919463,0.008557046979865772,Luxury
Honda Insight Lx 4.Point Hybrid 2020,Honda,Insight,Automatic,"Petrol, Hybrid, Octane",3550000,2020,1500.0,62000,6,10333.333333333334,0.0424496644295302,0.015100671140939598,High
Toyota Alphard Executive Lounge Hev 2024,Toyota,Alphard,Automatic,"Petrol, Hybrid, Octane",17500000,2024,2500.0,500,2,250.0,0.8884228187919463,0.0050335570469798654,Luxury
Toyota Alphard EXECUTIVE LOUNGE SL 2021,Toyota,Alphard,Automatic,"Petrol, Hybrid, Octane",9850000,2021,2500.0,62000,5,12400.0,0.8884228187919463,0.0050335570469798654,Luxury
MG HS G.Lux.Trophy.1.5T 2021,MG,HS,Automatic,"Petrol, Octane",3350000,2021,1500.0,18200,5,3640.0,0.001174496644295302,0.0005033557046979866,Medium
Toyota Land Cruiser V8.VXR.LIMITED 2020,Toyota,Land Cruiser,Automatic,Diesel,24000000,2020,4500.0,39313,6,6552.166666666667,0.8884228187919463,0.008557046979865772,Luxury
Lexus LX 470.Cygnus.V8 2000,Lexus,LX,Automatic,"Petrol, Octane",3500000,2000,4700.0,136000,26,5230.7692307692305,0.0068791946308724835,0.0003355704697986577,High
Mercedes-Benz C-Class C180.BERMESTER.SOUND 2015,Mercedes-Benz,C-Class,Automatic,"Petrol, Octane",5700000,2015,1600.0,38073,11,3461.181818181818,0.0026845637583892616,0.00016778523489932885,Luxury
Range Rover Vogue Autobiography.3.0L 2014,Range Rover,Vogue,Automatic,Diesel,18000000,2014,3000.0,20500,12,1708.3333333333333,0.002181208053691275,0.0015100671140939597,Luxury
Nissan X-Trail Xtt Leather Sunroof 2011,Nissan,X-Trail,Automatic,"Petrol, Octane",1950000,2011,2000.0,42000,15,2800.0,0.02365771812080537,0.015436241610738255,Low
Mercedes-Benz S-Class S500 Legendary Sedan 2022,Mercedes-Benz,S-Class,Automatic,"Petrol, Octane",39000000,2022,3000.0,2000,4,500.0,0.0026845637583892616,0.0005033557046979866,Luxury
Toyota Harrier Adv Premium Pkg 2015,Toyota,Harrier,Automatic,"Petrol, Octane",4550000,2015,2000.0,52200,11,4745.454545454545,0.8884228187919463,0.03976510067114094,Luxury
Toyota Alphard EXECUTIVE LOUNGE 2020,Toyota,Alphard,Automatic,"Petrol, Hybrid, Octane",9800000,2020,2500.0,19000,6,3166.6666666666665,0.8884228187919463,0.0050335570469798654,Luxury
Toyota Alphard EXECUTIVE LOUNGE 2020,Toyota,Alphard,Automatic,Diesel,9800000,2020,2500.0,27000,6,4500.0,0.8884228187919463,0.0050335570469798654,Luxury
Toyota Premio Fex Package 2018,Toyota,Premio,Automatic,Octane,3750000,2018,2000.0,31000,8,3875.0,0.8884228187919463,0.05285234899328859,High
Toyota Premio G super 2015,Toyota,Premio,Automatic,Octane,2680000,2015,1500.0,75102,11,6827.454545454545,0.8884228187919463,0.05285234899328859,Medium
Nissan X-Trail 360 Camera 2012,Nissan,X-Trail,Automatic,Octane,2380000,2012,2000.0,71245,14,5088.928571428572,0.02365771812080537,0.015436241610738255,Medium
Nissan X-Trail aaaa2 asaaaaaa 2012,Nissan,X-Trail,Automatic,Octane,2380000,2012,2000.0,71254,14,5089.571428571428,0.02365771812080537,0.015436241610738255,Medium
BMW X5 aaaaaRaa2a aaaaa1aa 2001,BMW,X5,Manual,Octane,2500000,2001,3000.0,85985,25,3439.4,0.0038590604026845637,0.0016778523489932886,Medium
Toyota Vitz a.aaaaaRaa2a aaaaa1aaaa 2009,Toyota,Vitz,Automatic,Octane,880000,2009,1000.0,86592,17,5093.64705882353,0.8884228187919463,0.0041946308724832215,Low
Toyota Premio aaaaaRaa2a aaaaa1aaaa 2007,Toyota,Premio,Automatic,Octane,1795000,2007,1500.0,65856,19,3466.1052631578946,0.8884228187919463,0.05285234899328859,Low
